,yyyymm,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,d/p,d/y,e/p,d/e,ret (S&P 500 annualized log return including dividends)
830,199602,0.237894737,0.0483,0.0699,0.0763,0.0659,0.016802823,0.004025,0.003238342,-0.0483,-0.0373,0.001267622,-3.823177739,-3.816267922,-2.935387221,-0.887790518,0.007689
831,199603,0.239299615,0.0496,0.0735,0.0803,0.0684,0.016892863,0.004133333,0.005164622,-0.021,-0.013,0.001741708,-3.823566765,-3.815681381,-2.942488907,-0.881077859,0.00786
832,199604,0.240075806,0.0495,0.075,0.0819,0.0706,0.021127602,0.004125,0.003853565,-0.0165,-0.016,0.000981833,-3.832922628,-3.819580582,-2.947347649,-0.885574979,0.013857
833,199605,0.236923515,0.0502,0.0762,0.083,0.0717,0.026394657,0.004183333,0.001919386,-0.0054,0.0005,0.00112531,-3.851548431,-3.828952271,-2.961531866,-0.890016564,0.02253
834,199606,0.236443725,0.0509,0.0771,0.084,0.0703,0.027192508,0.004241667,0.00063857,0.0203,0.0172,0.000394793,-3.849847928,-3.847593776,-2.955444248,-0.89440368,0.002562
835,199607,0.241819894,0.0515,0.0765,0.0835,0.0707,0.031111191,0.004291667,0.001914486,0.0018,0.001,0.002355152,-3.793930387,-3.840757908,-2.898262799,-0.895667588,-0.046048
836,199608,0.238061118,0.0505,0.0746,0.0818,0.0726,0.030862708,0.004208333,0.001910828,-0.0139,-0.007,0.001121505,-3.803561427,-3.784922251,-2.906654154,-0.896907273,0.019589
837,199609,0.227297318,0.0509,0.0766,0.0835,0.0704,0.029552418,0.004241667,0.00317864,0.029,0.0259,0.000686235,-3.847389917,-3.794633714,-2.949266489,-0.898123428,0.054112
838,199610,0.221747656,0.0499,0.0739,0.0807,0.0671,0.025624866,0.004158333,0.003168568,0.0404,0.0361,0.000606628,-3.867857535,-3.842062254,-2.950098191,-0.917759343,0.025348
839,199611,0.205007919,0.0503,0.071,0.0779,0.0643,0.022037949,0.004191667,0.001895136,0.0351,0.0263,0.000703722,-3.93336707,-3.862558105,-2.99655161,-0.93681546,0.074218
840,199612,0.20734273,0.0491,0.072,0.0789,0.0673,0.024096962,0.004091667,0,-0.0256,-0.0186,0.001709075,-3.90635559,-3.928095577,-2.951035193,-0.955320397,-0.021518
841,199701,0.196240103,0.0503,0.0742,0.0809,0.0689,0.024379322,0.004191667,0.003152585,-0.0079,-0.0028,0.001360087,-3.962292971,-3.902782323,-2.997633608,-0.964659362,0.061689
842,199702,0.194395411,0.0501,0.0731,0.0794,0.0694,0.022884351,0.004175,0.003142678,0.0005,0.0028,0.00147476,-3.964642474,-3.958732427,-2.990796027,-0.973846448,0.0058
843,199703,0.214780202,0.0514,0.0755,0.0818,0.0723,0.021119585,0.004283333,0.002506266,-0.0252,-0.0221,0.002001484,-3.917545942,-3.961094563,-2.934660236,-0.982885707,-0.04331
844,199704,0.201741048,0.0516,0.0773,0.0834,0.0705,0.016916245,0.0043,0.00125,0.0255,0.0184,0.003005057,-3.972054266,-3.915290701,-2.988859166,-0.9831951,0.059016
845,199705,0.192878588,0.0505,0.0758,0.082,0.0701,0.013265768,0.004208333,-0.00062422,0.0097,0.0128,0.00200742,-4.026729543,-3.9698041,-3.043226536,-0.983503007,0.059272
846,199706,0.184287615,0.0493,0.0741,0.0802,0.0688,0.010848342,0.004108333,0.001249219,0.0195,0.0187,0.001974443,-4.067019483,-4.024484429,-3.083210044,-0.983809439,0.042762
847,199707,0.171964943,0.0505,0.0714,0.0775,0.0637,0.011608465,0.004208333,0.001247661,0.0626,0.0528,0.002010166,-4.138466767,-4.063244983,-3.157692274,-0.980774493,0.078977
848,199708,0.185505404,0.0514,0.0722,0.0782,0.0672,0.012892663,0.004283333,0.001869159,-0.0317,-0.024,0.002464728,-4.075544553,-4.13470646,-3.097791359,-0.977753193,-0.056458
849,199709,0.177967857,0.0495,0.0715,0.077,0.0649,0.014651817,0.004125,0.002487562,0.0316,0.0226,0.002626512,-4.123587352,-4.071798333,-3.148841917,-0.974745435,0.052408
850,199710,0.190000677,0.0497,0.07,0.0757,0.0623,0.016281814,0.004141667,0.00248139,0.0341,0.0191,0.009363708,-4.084942356,-4.120028397,-3.121330422,-0.963611934,-0.03373
851,199711,0.180746299,0.0514,0.0687,0.0742,0.0614,0.015687658,0.004283333,-0.000618812,0.0148,0.0101,0.00266212,-4.125017445,-4.081396023,-3.172584202,-0.952433243,0.044625
852,199712,0.178800884,0.0516,0.0676,0.0732,0.0602,0.015579464,0.0043,-0.00123839,0.0184,0.0163,0.002249391,-4.137092815,-4.121483644,-3.195884433,-0.941208382,0.0157
853,199801,0.178840273,0.0504,0.0661,0.0719,0.0589,0.013759497,0.0042,0.001859888,0.02,0.0137,0.00246889,-4.144099202,-4.134000229,-3.207495122,-0.93660408,0.01108
854,199802,0.165463097,0.0509,0.0667,0.0725,0.0599,0.012074948,0.004241667,0.001856436,-0.0072,-0.0007,0.001053364,-4.209094578,-4.14101615,-3.277087556,-0.932007023,0.070303
855,199803,0.181140396,0.0503,0.0672,0.0732,0.0602,0.016505986,0.004191667,0.001852996,0.0025,0.0038,0.001136788,-4.254759432,-4.206021002,-3.327342286,-0.927417146,0.050104
856,199804,0.175872922,0.0495,0.0669,0.0733,0.0604,0.016427031,0.004125,0.001849568,0.0026,0.0053,0.001614758,-4.257231289,-4.248195763,-3.341194655,-0.916036635,0.010232
857,199805,0.179102206,0.05,0.0669,0.073,0.0592,0.019098342,0.004166667,0.001846154,0.0182,0.0167,0.000958824,-4.231704778,-4.250710421,-3.327029168,-0.90467561,-0.019206
858,199806,0.178060606,0.0498,0.0653,0.0713,0.0576,0.024030645,0.00415,0.001228501,0.0228,0.0115,0.00209733,-4.263906552,-4.225226157,-3.370573262,-0.89333329,0.0398
859,199807,0.179438109,0.0496,0.0655,0.0715,0.0584,0.025362412,0.004133333,0.001226994,-0.004,-0.0056,0.002228143,-4.248197845,-4.259881226,-3.36644551,-0.881752335,-0.011112
860,199808,0.211432092,0.049,0.0652,0.0714,0.0547,0.028529818,0.004083333,0.00122549,0.0465,0.0089,0.009334017,-4.086602588,-4.244188658,-3.216472592,-0.870129996,-0.144504
861,199809,0.203248404,0.0461,0.064,0.0709,0.0517,0.024092497,0.003841667,0.00122399,0.0395,0.0413,0.009970951,-4.14313571,-4.08260941,-3.284670448,-0.858465261,0.061612
862,199810,0.185519077,0.0396,0.0637,0.0718,0.054,0.020749168,0.0033,0.002444988,-0.0218,-0.019,0.005171595,-4.219295956,-4.142062549,-3.365234855,-0.854061102,0.079144
863,199811,0.174846844,0.0441,0.0641,0.0734,0.0535,0.022012607,0.003675,0,0.0097,0.027,0.001936735,-4.275668018,-4.218223946,-3.426021058,-0.84964696,0.060685
864,199812,0.173611315,0.0439,0.0622,0.0723,0.0542,0.020063813,0.003658333,-0.000609756,-0.0032,0.001,0.003286907,-4.329440683,-4.274597156,-3.484217925,-0.845222759,0.058454
865,199901,0.170320619,0.0434,0.0624,0.0729,0.0536,0.015593704,0.003616667,0.002440513,0.0121,0.0123,0.003335623,-4.364417182,-4.324226351,-3.518503834,-0.845913348,0.042
866,199902,0.17127681,0.0444,0.064,0.0739,0.0587,0.018453648,0.0037,0.001217285,-0.052,-0.0401,0.00348213,-4.326414807,-4.359229898,-3.479818485,-0.846596321,-0.033156
867,199903,0.172897171,0.0444,0.0662,0.0753,0.0592,0.020676476,0.0037,0.003039514,-0.0008,0.0002,0.003213553,-4.359314892,-4.321254292,-3.512043087,-0.847271805,0.037774
868,199904,0.156825876,0.0429,0.0664,0.0748,0.0594,0.02518791,0.003575,0.007272727,0.0021,-0.0024,0.002726647,-4.396576973,-4.359335157,-3.526615204,-0.869961769,0.036771
869,199905,0.160231135,0.045,0.0693,0.0772,0.0615,0.025904113,0.00375,0,-0.0185,-0.0176,0.003085638,-4.371309772,-4.396597238,-3.479160584,-0.892149188,-0.024833
870,199906,0.154227447,0.0457,0.0723,0.0802,0.0627,0.018874173,0.003808333,0,-0.0078,-0.016,0.002409247,-4.424338278,-4.371330038,-3.510482414,-0.913855863,0.053398
871,199907,0.158796473,0.0455,0.0719,0.0795,0.0639,0.019373117,0.003791667,0.003008424,-0.0077,-0.0113,0.001611182,-4.387863775,-4.420434591,-3.454301734,-0.933562042,-0.031084
872,199908,0.156243027,0.0472,0.074,0.0815,0.0649,0.018889232,0.003933333,0.00239952,-0.0053,-0.0026,0.002729877,-4.377701489,-4.383975268,-3.424962682,-0.952738807,-0.006251
873,199909,0.163684498,0.0468,0.0739,0.082,0.0646,0.020389721,0.0039,0.004787552,0.0084,0.0093,0.002704945,-4.344860777,-4.373828044,-3.373450177,-0.9714106,-0.029257
874,199910,0.157690661,0.0486,0.0755,0.0838,0.0651,0.020455527,0.00405,0.001786778,-0.0012,0.0047,0.004875934,-4.404501492,-4.343839725,-3.40268793,-1.001813561,0.063512
875,199911,0.155545967,0.0507,0.0736,0.0815,0.0662,0.018289804,0.004225,0.00059453,-0.0061,-0.0024,0.001354258,-4.422363954,-4.403481481,-3.391103847,-1.031260107,0.019547
876,199912,0.147167259,0.052,0.0755,0.0819,0.0682,0.017899258,0.004333333,0,-0.0155,-0.0102,0.001148772,-4.477577783,-4.421344983,-3.417770925,-1.059806858,0.061549
877,200001,0.15465416,0.0532,0.0778,0.0833,0.0666,0.025371473,0.004433333,0.002970885,0.0228,-0.0021,0.005206354,-4.423936061,-4.476180884,-3.346471379,-1.077464682,-0.050273
878,200002,0.167056433,0.0555,0.0768,0.0829,0.0646,0.027431807,0.004625,0.005924171,0.0264,0.0092,0.003000422,-4.402228048,-4.42254111,-3.307459897,-1.094768151,-0.018667
879,200003,0.149973562,0.0569,0.0768,0.0837,0.0618,0.018301535,0.004741667,0.008244994,0.0367,0.0169,0.00667834,-4.493158852,-4.40083504,-3.381428512,-1.11173034,0.097434
880,200004,0.152600418,0.0566,0.0764,0.084,0.063,0.011962215,0.004716667,0.000584112,-0.0076,-0.0115,0.007941721,-4.463032943,-4.494312921,-3.343822496,-1.119210448,-0.032308
881,200005,0.155668731,0.0579,0.0799,0.089,0.064,0.009196379,0.004825,0.001167542,-0.0054,-0.0161,0.005185498,-4.442029647,-4.464188345,-3.315377526,-1.126652121,-0.023617
882,200006,0.156777962,0.0569,0.0767,0.0848,0.0622,0.007141253,0.004741667,0.005247813,0.0244,0.0326,0.002359743,-4.466838016,-4.443186385,-3.332782155,-1.134055861,0.025497
883,200007,0.155674151,0.0596,0.0765,0.0835,0.0611,0.004732972,0.004966667,0.002320186,0.0173,0.0179,0.002065471,-4.457511302,-4.473987555,-3.304942869,-1.152568433,-0.013559
884,200008,0.146053064,0.0609,0.0755,0.0826,0.0594,0.004689132,0.005075,0,0.024,0.0135,0.001039275,-4.523640483,-4.464712326,-3.352635662,-1.171004821,0.061275
885,200009,0.153789463,0.06,0.0762,0.0835,0.0612,0.004483376,0.005,0.005208333,-0.0157,0.0046,0.001599983,-4.475927445,-4.530893738,-3.286558838,-1.189368607,-0.052795
886,200010,0.149300789,0.0611,0.0755,0.0834,0.06,0.003757796,0.005091667,0.001727116,0.0187,0.0045,0.005568073,-4.472516586,-4.477478371,-3.304832007,-1.167684579,-0.004829
887,200011,0.157280893,0.0617,0.0745,0.0828,0.0576,0.001168596,0.005141667,0.000574713,0.0319,0.0263,0.003272437,-4.390613787,-4.474069921,-3.245163559,-1.145450228,-0.079557
888,200012,0.151851504,0.0577,0.0721,0.0802,0.0558,-0.002251218,0.004808333,-0.000574383,0.0243,0.027,0.005299359,-4.396214732,-4.392169539,-3.273576109,-1.122638623,0.004861
889,200101,0.150449666,0.0515,0.0715,0.0793,0.0562,-0.00318264,0.004291667,0.006321839,0.0005,0.0359,0.004941048,-4.436388621,-4.402338374,-3.338498019,-1.097890602,0.031555
890,200102,0.156070091,0.0488,0.071,0.0787,0.0549,-0.006845499,0.004066667,0.003997716,0.0191,0.0127,0.002528447,-4.345718903,-4.442549993,-3.273522095,-1.072196808,-0.092131
891,200103,0.133113551,0.0442,0.0698,0.0784,0.0559,-0.005201836,0.003683333,0.002275313,-0.0074,-0.0029,0.007139632,-4.28555993,-4.351918474,-3.240066952,-1.045492978,-0.064587
892,200104,0.122496901,0.0387,0.072,0.0807,0.0593,-0.00254298,0.003225,0.003972758,-0.0313,-0.0128,0.00742621,-4.365574221,-4.291567211,-3.379630216,-0.985944006,0.076981
893,200105,0.120510188,0.0362,0.0729,0.0807,0.0594,-0.000248776,0.003016667,0.004522329,0.0037,0.0132,0.002536247,-4.376695096,-4.371617808,-3.454864767,-0.921830329,0.00533
894,200106,0.125209433,0.0349,0.0718,0.0797,0.059,0.005041314,0.002908333,0.001688239,0.0085,0.0055,0.001508369,-4.357453947,-4.38277543,-3.504996472,-0.852457474,-0.025183
895,200107,0.124966583,0.0351,0.0713,0.0797,0.0561,0.007914626,0.002925,-0.002808989,0.0376,0.0361,0.002899595,-4.345561102,-4.356391992,-3.57411014,-0.771450962,-0.010248
896,200108,0.132164144,0.0336,0.0702,0.0785,0.0546,0.009919689,0.0028,0,0.0206,0.0156,0.002221485,-4.278244668,-4.344500274,-3.594749928,-0.68349474,-0.064933
897,200109,0.148628588,0.0264,0.0717,0.0803,0.0542,0.008653075,0.0022,0.004507042,0.0081,-0.0152,0.007167587,-4.191928349,-4.277184964,-3.604664331,-0.587264018,-0.081352
898,200110,0.1449014,0.0216,0.0703,0.0791,0.0506,0.010751014,0.0018,-0.003365115,0.0464,0.0437,0.003249758,-4.209780809,-4.191843621,-3.666159897,-0.543620913,0.018546
899,200111,0.133481367,0.0187,0.0697,0.0781,0.0553,0.011163987,0.001558333,-0.001688239,-0.0471,-0.0188,0.002189351,-4.282180439,-4.209696089,-3.784186709,-0.497993731,0.077259
900,200112,0.131217846,0.0169,0.0677,0.0805,0.0575,0.013468982,0.001408333,-0.003945885,-0.0183,-0.009,0.001797955,-4.289641018,-4.282095726,-3.839447958,-0.45019306,0.007849
901,200201,0.132560549,0.0165,0.0655,0.0787,0.0569,0.011195361,0.001375,0.002263724,0.0138,0.0175,0.002183889,-4.274156441,-4.289852815,-3.823616586,-0.450539856,-0.01532
902,200202,0.130119086,0.0173,0.0651,0.0789,0.0563,0.012503174,0.001441667,0.003952569,0.0115,0.013,0.002567832,-4.253383397,-4.274368283,-3.802496719,-0.450886678,-0.020973
903,200203,0.236833402,0.0179,0.0681,0.0811,0.0604,0.01376413,0.001491667,0.005624297,-0.0436,-0.0295,0.002014824,-4.28967536,-4.253595283,-3.838441833,-0.451233527,0.03669
904,200204,0.247732313,0.0172,0.0676,0.0803,0.0575,0.015112368,0.001433333,0.005592841,0.041,0.0253,0.002319717,-4.219764024,-4.283148707,-3.747898932,-0.471865093,-0.061826
905,200205,0.248255614,0.0173,0.0675,0.0809,0.0578,0.022287913,0.001441667,0,0.0015,0.0113,0.004101625,-4.204156751,-4.213279693,-3.71233588,-0.491820871,-0.009438
906,200206,0.266572502,0.017,0.0663,0.0795,0.0566,0.027534765,0.001416667,0.000556174,0.0187,0.0073,0.003707969,-4.122489749,-4.197714195,-3.611352434,-0.511137315,-0.072611
907,200207,0.282032194,0.0168,0.0653,0.079,0.0544,0.028454262,0.0014,0.001111729,0.0303,0.0094,0.015342791,-4.045200303,-4.127490072,-3.488749401,-0.556450902,-0.075074
908,200208,0.284411556,0.0162,0.0637,0.0758,0.051,0.024755282,0.00135,0.003331483,0.0464,0.0452,0.009409278,-4.055095299,-4.050225755,-3.45486806,-0.60022724,0.005401
909,200209,0.324555155,0.0163,0.0615,0.074,0.048,0.029308089,0.001358333,0.00166021,0.0417,0.033,0.007366061,-3.943597231,-4.060146134,-3.301014051,-0.64258318,-0.110421
910,200210,0.293437064,0.0158,0.0632,0.0773,0.0508,0.025678597,0.001316667,0.001657459,-0.0294,-0.024,0.011589679,-4.020714099,-3.937811943,-3.411478557,-0.609235542,0.087103
911,200211,0.276975499,0.0123,0.0631,0.0762,0.0521,0.022913898,0.001025,0,-0.0122,0.013,0.004449081,-4.070462673,-4.014962088,-3.495322759,-0.575139914,0.057288
912,200212,0.295385896,0.0119,0.0621,0.0745,0.0484,0.025738128,0.000991667,-0.002206288,0.0507,0.0361,0.00263948,-4.002514281,-4.064743558,-3.462263953,-0.540250328,-0.060464
913,200301,0.305942307,0.0117,0.0617,0.0735,0.0495,0.028295502,0.000975,0.004422333,-0.0106,0.0021,0.005167513,-3.971611002,-3.999408496,-3.40201576,-0.569595242,-0.02786
914,200302,0.312251321,0.0117,0.0595,0.0706,0.0472,0.027915401,0.000975,0.007705008,0.0329,0.0264,0.00256416,-3.951364988,-3.968514833,-3.353435251,-0.597929738,-0.017225
915,200303,0.286117701,0.0113,0.0589,0.0695,0.0486,0.024101209,0.000941667,0.006007646,-0.0135,-0.008,0.006136133,-3.95660125,-3.948278376,-3.331285317,-0.625315933,0.008967
916,200304,0.269654031,0.0113,0.0574,0.0685,0.0481,0.01996979,0.000941667,-0.002171553,0.0102,0.0229,0.003064828,-4.035741531,-3.957814181,-3.363757622,-0.671983909,0.081462
917,200305,0.258375506,0.0107,0.0522,0.0638,0.0436,0.006443521,0.000891667,-0.001632209,0.0592,0.0471,0.002228351,-4.086601601,-4.036955935,-3.369924881,-0.71667672,0.051508
918,200306,0.254488337,0.0092,0.0497,0.0619,0.0452,0.001255941,0.000766667,0.001089918,-0.0154,-0.0143,0.001997741,-4.099086369,-4.087817482,-3.33952723,-0.759559139,0.011351
919,200307,0.247643335,0.009,0.0549,0.0662,0.0542,0.000265293,0.00075,0.001088732,-0.0982,-0.0881,0.002046059,-4.106525773,-4.090442528,-3.317466448,-0.789059325,0.016505
920,200308,0.242856073,0.0095,0.0588,0.0701,0.0532,0.002913624,0.000791667,0.003806417,0.0166,0.0219,0.000966025,-4.115671351,-4.097956007,-3.29843943,-0.817231921,0.018014
921,200309,0.246541783,0.0094,0.0572,0.0679,0.049,0.007321322,0.000783333,0.003250271,0.0546,0.0503,0.001869122,-4.095158171,-4.107174403,-3.250983129,-0.844175041,-0.012107
922,200310,0.233308967,0.0092,0.057,0.0673,0.0518,0.007210615,0.000766667,-0.001079914,-0.0283,-0.0203,0.001407576,-4.132732281,-4.079228013,-3.220345753,-0.912386528,0.05397
923,200311,0.233754152,0.0093,0.0565,0.0666,0.0519,0.010000579,0.000775,-0.002702703,-0.0027,0.0052,0.000919633,-4.124155144,-4.117051919,-3.149840954,-0.97431419,0.007606
924,200312,0.218739865,0.009,0.0562,0.066,0.0511,0.006946144,0.00075,-0.001084011,0.0139,0.0139,0.000893699,-4.158235764,-4.108716865,-3.127343482,-1.030892283,0.050107
925,200401,0.218027721,0.0088,0.0554,0.0644,0.0499,0.006845975,0.000733333,0.004883342,0.0187,0.0187,0.000978819,-4.163187153,-4.146058271,-3.122422096,-1.040765057,0.017991
926,200402,0.21605322,0.0093,0.055,0.0627,0.0483,0.009327464,0.000775,0.005399568,0.023,0.0178,0.000610712,-4.163291269,-4.151156168,-3.112982672,-1.050308597,0.012716
927,200403,0.281731465,0.0094,0.0533,0.0611,0.0474,0.012245644,0.000783333,0.006444683,0.0141,0.0118,0.001981263,-4.134909089,-4.15140331,-3.075369574,-1.059539515,-0.016267
928,200404,0.285371867,0.0094,0.0573,0.0646,0.0531,0.01373003,0.000783333,0.003201708,-0.0588,-0.0534,0.001230928,-4.107342973,-4.124276366,-3.032181311,-1.075161661,-0.016719
929,200405,0.286411574,0.0102,0.0604,0.0675,0.0539,0.016285651,0.00085,0.005851064,-0.0051,-0.0071,0.000977626,-4.108833141,-4.096822116,-3.018609187,-1.090223954,0.012024
930,200406,0.279631603,0.0127,0.0601,0.0678,0.0532,0.014447596,0.001058333,0.003172924,0.0121,0.0093,0.000770751,-4.11625101,-4.098421821,-3.011493431,-1.104757579,0.018019
931,200407,0.28778831,0.0133,0.0582,0.0662,0.0523,0.014675058,0.001108333,-0.001581444,0.0155,0.0184,0.000777089,-4.071356282,-4.10624852,-2.967030046,-1.104326236,-0.034111
932,200408,0.286820616,0.0148,0.0565,0.0646,0.0493,0.014233552,0.001233333,0.000527983,0.0395,0.0395,0.001442837,-4.063737572,-4.061452851,-2.959834358,-1.103903214,0.002019
933,200409,0.289485301,0.0165,0.0546,0.0627,0.0488,0.009086124,0.001375,0.002110818,0.0096,0.0101,0.00070568,-4.063251595,-4.053931258,-2.959763322,-1.103488273,0.009347
934,200410,0.291009597,0.0176,0.0547,0.0621,0.0478,0.00738223,0.001466667,0.005265929,0.0154,0.0164,0.001230487,-4.072327187,-4.058410231,-2.969189769,-1.103137418,0.013699
935,200411,0.279831646,0.0207,0.0552,0.062,0.0502,0.012134741,0.001725,0.000523834,-0.0234,-0.02,0.0008574,-4.105377928,-4.067509149,-3.002588115,-1.102789814,0.035572
936,200412,0.270619243,0.0219,0.0547,0.0615,0.0484,0.012955421,0.001825,-0.003664921,0.025,0.0257,0.000727843,-4.132525483,-4.100582992,-3.030080068,-1.102445416,0.032086
937,200501,0.278179856,0.0233,0.0536,0.0602,0.0465,0.013540179,0.001941667,0.002101944,0.03,0.0277,0.000821397,-4.093574501,-4.119190249,-2.995001689,-1.098572813,-0.024749
938,200502,0.271041024,0.0254,0.052,0.0582,0.0479,0.011754522,0.002116667,0.005768222,-0.0128,-0.0112,0.000834446,-4.099141693,-4.080414758,-3.004354695,-1.094786998,0.019015
939,200503,0.319856889,0.0274,0.054,0.0606,0.0488,0.009090412,0.002283333,0.007820647,-0.0072,-0.0125,0.000859896,-4.06685013,-4.086152882,-2.975765069,-1.09108506,-0.018729
940,200504,0.329624401,0.0278,0.0533,0.0605,0.0461,0.007927881,0.002316667,0.006725297,0.0373,0.0327,0.001825871,-4.035065776,-4.055379295,-2.93876437,-1.096301406,-0.020076
941,200505,0.320965505,0.0284,0.0515,0.0601,0.044,0.004777413,0.002366667,-0.001027749,0.0297,0.0295,0.000859393,-4.053237254,-4.02372503,-2.95186331,-1.101373944,0.030156
942,200506,0.326979057,0.0297,0.0496,0.0586,0.0429,0.005366365,0.002475,0.000514403,0.0167,0.0141,0.000542133,-4.041880993,-4.04202368,-2.935572391,-1.106308602,0.000139
943,200507,0.315734275,0.0322,0.0506,0.0595,0.0456,0.004491235,0.002683333,0.004627249,-0.0288,-0.0244,0.000649913,-4.068557322,-4.03322087,-2.954135976,-1.114421346,0.036163
944,200508,0.320533125,0.0344,0.0509,0.0596,0.0432,0.005417238,0.002866667,0.005117707,0.0333,0.0233,0.000696701,-4.048686086,-4.059971554,-2.926354334,-1.122331751,-0.011265
945,200509,0.31789151,0.0342,0.0513,0.0603,0.0464,0.006728309,0.00285,0.012219959,-0.0338,-0.031,0.000659899,-4.047098313,-4.040173406,-2.917050782,-1.130047531,0.006916
946,200510,0.321808187,0.0371,0.0535,0.063,0.0484,0.005760644,0.003091667,0.002012072,-0.0196,-0.0204,0.001817984,-4.017698705,-4.035598699,-2.882441463,-1.135257242,-0.016697
947,200511,0.310914346,0.0388,0.0542,0.0639,0.0481,0.005780531,0.003233333,-0.008032129,0.0076,0.0099,0.000539896,-4.040911068,-4.006329831,-2.900587995,-1.140323074,0.035675
948,200512,0.313477957,0.0389,0.0537,0.0632,0.0461,0.003076503,0.003241667,-0.004048583,0.0267,0.0225,0.000433,-4.028717144,-4.029669994,-2.883466177,-1.145250967,-0.001396
949,200601,0.309226258,0.0424,0.0529,0.0624,0.0474,-0.00043587,0.003533333,0.007621951,-0.0118,-0.0093,0.000975388,-4.045378829,-4.020230868,-2.895148475,-1.150230354,0.025424
950,200602,0.305610361,0.0443,0.0535,0.0627,0.0457,0.002046846,0.003691667,0.002017146,0.0238,0.0128,0.000648551,-4.037416959,-4.036963965,-2.882314724,-1.155102234,0.000167
951,200603,0.316009441,0.0451,0.0553,0.0641,0.0507,0.002160143,0.003758333,0.005535984,-0.0539,-0.0404,0.000545238,-4.040107048,-4.029072314,-2.880236938,-1.159870109,0.011511
952,200604,0.308841978,0.046,0.0584,0.0668,0.0532,-0.003466064,0.003833333,0.008508509,-0.0247,-0.0224,0.0005998,-4.04268128,-4.030598906,-2.884005725,-1.158675555,0.01085
953,200605,0.314340308,0.0472,0.0595,0.0675,0.0535,-0.002648098,0.003933333,0.004962779,0.001,-0.002,0.001355149,-4.001857778,-4.033262692,-2.844355771,-1.157502008,-0.030519
954,200606,0.31485029,0.0479,0.0589,0.0678,0.0531,-0.002186433,0.003991667,0.001975309,0.0092,0.0039,0.00210282,-3.992613677,-3.992527073,-2.836264759,-1.156348918,0.000348
955,200607,0.313852175,0.0495,0.0585,0.0676,0.0518,-0.002364368,0.004125,0.002957122,0.0199,0.0237,0.001451665,-3.988357608,-3.983284684,-2.823244866,-1.165112742,0.00451
956,200608,0.308461799,0.0496,0.0568,0.0659,0.0496,-0.008472994,0.004133333,0.001965602,0.0299,0.0361,0.000469238,-4.000165965,-3.97911484,-2.826524714,-1.173641251,0.021679
957,200609,0.300593284,0.0481,0.0551,0.0643,0.0484,-0.00949225,0.004008333,-0.004904365,0.017,0.0183,0.000513377,-4.015277221,-3.991007845,-2.833333125,-1.181944096,0.025296
958,200610,0.290599161,0.0492,0.0551,0.0642,0.0481,-0.008929156,0.0041,-0.00542139,0.0077,0.0127,0.000450577,-4.035457202,-4.004435366,-2.851959154,-1.183498048,0.03142
959,200611,0.287241868,0.0494,0.0533,0.062,0.0467,-0.015105631,0.004116667,-0.00148662,0.0207,0.0246,0.000592203,-4.041064139,-4.024731633,-2.856047629,-1.18501651,0.015887
960,200612,0.2816824,0.0485,0.0532,0.0622,0.0491,-0.015031338,0.004041667,0.001488834,-0.0236,-0.0232,0.000357509,-4.042989224,-4.030452388,-2.856488538,-1.186500685,0.012294
961,200701,0.27814421,0.0498,0.054,0.0634,0.0502,-0.01398128,0.00415,0.003052527,-0.0102,-0.0051,0.000450485,-4.048812352,-4.03485118,-2.863765357,-1.185046995,0.014345
962,200702,0.286148494,0.0503,0.0539,0.0628,0.0477,-0.015135316,0.004191667,0.005350368,0.0335,0.0287,0.001476815,-4.018651696,-4.040740002,-2.835037082,-1.183614614,-0.021598
963,200703,0.269050013,0.0494,0.053,0.0627,0.0493,-0.012479368,0.004116667,0.009105696,-0.0145,-0.0231,0.001587551,-4.020574471,-4.010643987,-2.838371395,-1.182203075,0.009679
964,200704,0.254456169,0.0487,0.0547,0.0639,0.0489,-0.008904973,0.004058333,0.006496163,0.0085,0.014,0.000582144,-4.054154458,-4.011774622,-2.873677714,-1.180476745,0.042857
965,200705,0.243911494,0.0473,0.0547,0.0639,0.051,-0.010275742,0.003941667,0.006110719,-0.02,-0.0178,0.00069655,-4.077462096,-4.045431372,-2.898684603,-1.178777493,0.032154
966,200706,0.24789561,0.0461,0.0579,0.067,0.0521,-0.011057192,0.003841667,0.001937975,-0.0091,-0.0148,0.001472429,-4.050837514,-4.068814445,-2.873732829,-1.177104685,-0.017829
967,200707,0.251584964,0.0482,0.0573,0.0665,0.0501,-0.015250739,0.004016667,-0.000254377,0.0284,-0.0032,0.002426262,-4.008093929,-4.04059843,-2.866348663,-1.141745266,-0.032283
968,200708,0.248839851,0.042,0.0579,0.0665,0.0487,-0.012193656,0.0035,-0.001833902,0.0199,0.0152,0.005134044,-4.010740181,-3.997958622,-2.904897884,-1.105842298,0.012859
969,200709,0.239207437,0.0389,0.0574,0.0659,0.0489,-0.013011135,0.003241667,0.002755907,0.0012,0.0135,0.001868431,-4.035874853,-4.000706569,-2.966515403,-1.06935945,0.035923
970,200710,0.23861706,0.039,0.0566,0.0648,0.048,-0.017956965,0.00325,0.002139191,0.0155,0.0088,0.001682891,-4.041315306,-4.026601749,-3.035338065,-1.005977241,0.016292
